uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,groupID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,volumePercent,livePercent,deadPercent,canopyArea,meanHeight,remarks,measuredBy,recordedBy,dataQF
"6cccdc8c-42a7-40ab-8dc1-478f825bc95a","ABBY_063.basePlot.vst","2015-07-23","vst_ABBY_2015","D16","ABBY","ABBY_063","21",,"21 _0","ACCI","Acer circinatum Pursh","species",,,100,100,0,1.0,0.56,,"shiebert@neoninc.org","kzias@field-ops.org","legacyData"
"5bb492c9-9162-4357-8f6a-a9cbde562d85","ABBY_063.basePlot.vst","2015-07-23","vst_ABBY_2015","D16","ABBY","ABBY_063","21",,"21 _0","ACCI","Acer circinatum Pursh","species",,,100,90,10,1.0,0.96,,"shiebert@neoninc.org","kzias@field-ops.org","legacyData"
"2b1b6663-38fa-4328-ad0f-df3d26ea7008","ABBY_063.basePlot.vst","2015-07-23","vst_ABBY_2015","D16","ABBY","ABBY_063","21",,"21 _0","ACCI","Acer circinatum Pursh","species",,,100,100,0,1.0,0.88,,"shiebert@neoninc.org","kzias@field-ops.org","legacyData"
"ebc65190-b2ce-4ee1-8d35-4c3c2c58765c","ABBY_063.basePlot.vst","2015-07-23","vst_ABBY_2015","D16","ABBY","ABBY_063","39",,"39 _0","SPDOD","Spiraea douglasii Hook. var. douglasii","variety",,,100,95,5,1.0,0.92,,"shiebert@neoninc.org","kzias@field-ops.org","legacyData"
"9e3963ef-7c9b-4aca-ab51-948d12cf8035","ABBY_063.basePlot.vst","2015-07-23","vst_ABBY_2015","D16","ABBY","ABBY_063","39",,"39 _0","ACCI","Acer circinatum Pursh","species",,,100,95,5,1.0,2.74,,"shiebert@neoninc.org","kzias@field-ops.org","legacyData"
"dacb1c1c-f764-49d7-9f9f-d4cc831afff3","ABBY_068.basePlot.vst","2015-07-25","vst_ABBY_2015","D16","ABBY","ABBY_068","21","4","21 _0","COCOC","Corylus cornuta Marshall var. californica (A. DC.) Sharp","variety",,,100,100,0,1.0,0.90,,"shiebert@neoninc.org","lwade@field-ops.org","legacyData"
"9a0048e6-a99b-45de-b998-2f5515e0552f","ABBY_068.basePlot.vst","2015-07-25","vst_ABBY_2015","D16","ABBY","ABBY_068","21","1","21 _0","GASH","Gaultheria shallon Pursh","species",,,100,100,0,1.0,1.22,,"shiebert@neoninc.org","lwade@field-ops.org","legacyData"
"42a2e89d-643e-44e1-b23d-de7c7d407228","ABBY_068.basePlot.vst","2015-07-25","vst_ABBY_2015","D16","ABBY","ABBY_068","39","1","39 _0","HODI","Holodiscus discolor (Pursh) Maxim.","species",,,100,100,0,1.0,1.06,,"krian@neoninc.org","emccarthy@field-ops.org","legacyData"
"c2c350c2-b7d8-4390-bb38-d31da2948ae1","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","4","23 _0","GASH","Gaultheria shallon Pursh","species",,,100,100,0,3.0,0.58,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"2795a7f7-e1b0-4869-9c14-311879c85344","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _1","GASH","Gaultheria shallon Pursh","species",,,100,80,20,3.0,1.48,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"705d9d83-71d3-4ad9-9d58-2bc1737a3239","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _1","COCOC","Corylus cornuta Marshall var. californica (A. DC.) Sharp","variety",,,100,100,0,3.0,2.98,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"5b599c28-f87b-4f2a-b8ff-1f7f1b7a4451","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","4","23 _0","GASH","Gaultheria shallon Pursh","species",,,100,100,0,3.0,0.54,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"e65ecd0f-a45b-42c1-bada-0fa57993ac99","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _1","COCOC","Corylus cornuta Marshall var. californica (A. DC.) Sharp","variety",,,100,100,0,3.0,4.56,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"121115a8-8488-456e-9917-298cb4d81961","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _0","COCOC","Corylus cornuta Marshall var. californica (A. DC.) Sharp","variety",,,50,100,0,3.0,4.24,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"18c218ec-fecd-4ece-86f7-f8026f5e0a38","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","4","23 _0","GASH","Gaultheria shallon Pursh","species",,,100,90,10,3.0,0.70,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"66c2eea4-af4f-4c16-829c-f33f6bb0e187","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","4","23 _0","GASH","Gaultheria shallon Pursh","species",,,65,95,5,3.0,0.78,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"8d3b0525-d92c-43b9-9f49-cfc213dbd2e8","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _1","GASH","Gaultheria shallon Pursh","species",,,100,90,10,3.0,1.62,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"9c23ba50-eb21-483f-9270-886c16d571b7","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","4","23 _0","COCOC","Corylus cornuta Marshall var. californica (A. DC.) Sharp","variety",,,100,100,0,3.0,1.28,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"7aaa7ffa-beb8-4533-9200-bb3c877dbc4c","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _0","COCOC","Corylus cornuta Marshall var. californica (A. DC.) Sharp","variety",,,100,100,0,3.0,3.22,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"ede97271-62f1-4402-9da3-fa6b14a3a971","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _1","GASH","Gaultheria shallon Pursh","species",,,100,75,25,3.0,1.86,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"6ab441b3-40ab-41bb-82c3-7069d52df0ef","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _0","GASH","Gaultheria shallon Pursh","species",,,50,100,0,3.0,0.40,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"4a34be62-73c8-4661-9adb-bd0a26adbb01","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","4","23 _0","ACCI","Acer circinatum Pursh","species",,,100,100,0,3.0,1.64,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"3c83254d-6825-4893-97bf-d931197e0d79","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","41","1","41 _0","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,100,100,0,1.0,1.52,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"5920d7a4-3242-4952-9022-26ce42682291","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _1","COCOC","Corylus cornuta Marshall var. californica (A. DC.) Sharp","variety",,,100,100,0,3.0,2.74,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"ae86008e-963d-4373-ae12-d9adfe8dc604","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","4","23 _0","ACCI","Acer circinatum Pursh","species",,,35,100,0,3.0,1.26,"no transcription errors found","shiebert@neoninc.org","krian@neoninc.org","legacyData"
"7b37e023-0c3f-4c67-9e9b-c8a0a9878642","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","4","23 _0","GASH","Gaultheria shallon Pursh","species",,,100,80,20,3.0,0.64,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"b452acc6-190d-4d78-916a-c29b0588963b","ABBY_065.basePlot.vst","2015-07-27","vst_ABBY_2015","D16","ABBY","ABBY_065","23","2","23 _1","RUSP","Rubus spectabilis Pursh","species",,,100,100,0,3.0,2.00,"no transcription errors found","shiebert@neoninc.org","krian@neoninc.org","legacyData"
"b39ff526-22a0-4ace-bd36-0921c752fe06","ABBY_066.basePlot.vst","2015-07-28","vst_ABBY_2015","D16","ABBY","ABBY_066","21","1","21 _1","GASH","Gaultheria shallon Pursh","species",,,80,100,0,1.0,0.96,,"krian@neoninc.org","shiebert@neoninc.org","legacyData"
"40328d41-0dce-457e-a0fa-759fb827625c","ABBY_066.basePlot.vst","2015-07-28","vst_ABBY_2015","D16","ABBY","ABBY_066","41","1","41 _0","GASH","Gaultheria shallon Pursh","species",,,100,90,10,1.0,0.68,,"krian@neoninc.org","shiebert@neoninc.org","legacyData"
"600bc7a2-2ed2-4825-8929-448907a60f11","ABBY_066.basePlot.vst","2015-07-28","vst_ABBY_2015","D16","ABBY","ABBY_066","41","4","41 _0","GASH","Gaultheria shallon Pursh","species",,,100,100,0,1.0,0.82,"no transcription errors found","krian@neoninc.org","shiebert@neoninc.org","legacyData"
"d669dc0f-6ddf-4255-bb1d-6a80a138cdf8","ABBY_066.basePlot.vst","2015-07-28","vst_ABBY_2015","D16","ABBY","ABBY_066","21","4","21 _0","GASH","Gaultheria shallon Pursh","species",,,100,100,0,2.0,1.06,,"krian@neoninc.org","shiebert@neoninc.org","legacyData"
"0f616a7f-be21-4424-b57b-146fb687b4ac","ABBY_066.basePlot.vst","2015-07-28","vst_ABBY_2015","D16","ABBY","ABBY_066","21","1","21 _1","GASH","Gaultheria shallon Pursh","species",,,100,95,5,1.0,0.96,,"krian@neoninc.org","shiebert@neoninc.org","legacyData"
"b79d0368-d78c-4774-912a-c37ea793b7b8","ABBY_066.basePlot.vst","2015-07-28","vst_ABBY_2015","D16","ABBY","ABBY_066","41","4","41 _0","GASH","Gaultheria shallon Pursh","species",,,50,90,10,1.0,0.74,,"krian@neoninc.org","shiebert@neoninc.org","legacyData"
