uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,groupID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,volumePercent,livePercent,deadPercent,canopyArea,meanHeight,remarks,measuredBy,recordedBy,dataQF
"abf35207-c0c1-4356-b9ef-37a3ddf27ec1","SJER_055.basePlot.vst","2015-04-14","vst_SJER_2015","D17","SJER","SJER_055",,,"NA NA","CELE2","Ceanothus leucodermis Greene","species",,,100,40,60,13.0,3.42,,"krian@neoninc.org","emccarthy@field-ops.org","legacyData"
"b0eefb4e-6429-43ec-8f84-792b515ede3b","SJER_055.basePlot.vst","2015-04-14","vst_SJER_2015","D17","SJER","SJER_055",,,"1","TODI","Toxicodendron diversilobum (Torr. & A. Gray) Greene","species",,,40,95,5,11.0,3.12,,"krian@neoninc.org","emccarthy@field-ops.org","legacyData"
"ce64c89a-9a0a-485a-b3e1-0bf116dc842a","SJER_055.basePlot.vst","2015-04-14","vst_SJER_2015","D17","SJER","SJER_055",,,"1","RHIL","Rhamnus ilicifolia Kellogg","species",,,60,45,55,11.0,3.12,,"krian@neoninc.org","emccarthy@field-ops.org","legacyData"
"1aea99a2-2988-45b0-a91f-e2e7e978eac9","SJER_054.basePlot.vst","2015-04-14","vst_SJER_2015","D17","SJER","SJER_054",,,"NA NA","CECU","Ceanothus cuneatus (Hook.) Nutt.","species",,,100,20,80,7.0,2.48,,"kbarrett@neoninc.org","emccarthy@field-ops.org","legacyData"
"24b0e693-1e2d-4e00-8a19-37da514eb81a","SJER_052.basePlot.vst","2015-04-15","vst_SJER_2015","D17","SJER","SJER_052",,,"NA NA","TODI","Toxicodendron diversilobum (Torr. & A. Gray) Greene","species",,,100,95,5,5.5,1.32,,"kbarrett@neoninc.org","tedgarian@neoninc.org","legacyData"
"c5571c25-dea2-4d3e-a989-f3fa2d9df748","SJER_064.basePlot.vst","2015-04-15","vst_SJER_2015","D17","SJER","SJER_064",,,"NA NA","RHIL","Rhamnus ilicifolia Kellogg","species",,,100,75,25,30.0,2.34,,"krian@neoninc.org","eparks@field-ops.org","legacyData"
"b676fdec-911d-49ff-836b-49d12489841f","SJER_059.basePlot.vst","2015-04-20","vst_SJER_2015","D17","SJER","SJER_059",,,"NA NA","CECU","Ceanothus cuneatus (Hook.) Nutt.","species",,,100,90,10,5.0,2.48,,"hlemoine@field-ops.org","emccarthy@field-ops.org","legacyData"
"b06a84ae-3d4a-4733-bd42-0ee7c3a250f2","SJER_059.basePlot.vst","2015-04-20","vst_SJER_2015","D17","SJER","SJER_059",,,"NA NA","RHIL","Rhamnus ilicifolia Kellogg","species",,,100,60,40,5.0,2.16,,"hlemoine@field-ops.org","emccarthy@field-ops.org","legacyData"
"f258c31d-5332-4e46-89ae-9760729046c7","SJER_059.basePlot.vst","2015-04-20","vst_SJER_2015","D17","SJER","SJER_059",,,"NA NA","2PLANT","Unknown plant","kingdom",,,50,0,100,5.0,1.46,,"hlemoine@field-ops.org","emccarthy@field-ops.org","legacyData"
"acdd9dea-2fe3-463a-850a-8bbfe1869962","SJER_051.basePlot.vst","2015-04-23","vst_SJER_2015","D17","SJER","SJER_051",,,"NA NA","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",,,100,85,15,26.0,1.70,,"krian@neoninc.org","krian@neoninc.org","legacyData"
"7daf8d7d-0b8b-4186-b5a2-3ec4265981d1","SJER_058.basePlot.vst","2015-04-27","vst_SJER_2015","D17","SJER","SJER_058",,,"NA NA","RHIL","Rhamnus ilicifolia Kellogg","species",,,100,60,40,39.0,3.52,,"kzias@field-ops.org","hlemoine@field-ops.org","legacyData"
"80879408-302d-4f0c-b2f6-07ee53fe2024","SJER_058.basePlot.vst","2015-04-27","vst_SJER_2015","D17","SJER","SJER_058",,,"NA NA","CECU","Ceanothus cuneatus (Hook.) Nutt.","species",,,100,80,20,39.0,2.90,,"kzias@field-ops.org","hlemoine@field-ops.org","legacyData"
"c9ec7f76-324d-4365-b300-dce60758540b","SJER_047.basePlot.vst","2015-04-29","vst_SJER_2015","D17","SJER","SJER_047",,,"NA NA","CECU","Ceanothus cuneatus (Hook.) Nutt.","species",,,100,90,10,2.0,2.38,,"hlemoine@field-ops.org","kzias@field-ops.org","legacyData"
"e84ff44b-1fe0-49e5-86cf-32242c9897a0","SJER_047.basePlot.vst","2015-04-29","vst_SJER_2015","D17","SJER","SJER_047",,,"NA NA","CELE2","Ceanothus leucodermis Greene","species",,,100,70,30,2.0,2.70,,"hlemoine@field-ops.org","kzias@field-ops.org","legacyData"
"9e9afcd4-ef37-4844-a211-2a668b6babb4","SJER_047.basePlot.vst","2015-04-29","vst_SJER_2015","D17","SJER","SJER_047",,,"NA NA","TODI","Toxicodendron diversilobum (Torr. & A. Gray) Greene","species",,,100,95,5,2.0,1.78,,"hlemoine@field-ops.org","kzias@field-ops.org","legacyData"
