uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,groupID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,volumePercent,livePercent,deadPercent,canopyArea,meanHeight,remarks,measuredBy,recordedBy,dataQF
"d737e0de-04cc-4aaa-961c-22e32199079f","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2016","D14","SRER","SRER_048","23","2","23_00","LATR2","Larrea tridentata (DC.) Coville","species",,,100,75,25,5.0,1.64,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"0b5045d8-2c5f-453e-9e2a-e531711ae2ac","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2016","D14","SRER","SRER_048","23","2","23_00","PROSO","Prosopis sp.","genus",,,40,80,20,5.0,2.40,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"1c4b0241-593f-44d7-9c77-dca63d294930","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2016","D14","SRER","SRER_048","23","2","23 _0","PROSO","Prosopis sp.","genus",,,40,80,20,5.0,2.40,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"0a33d8f2-d342-46ac-91cd-2416a9bb30df","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2016","D14","SRER","SRER_048","23","2","23 _0","LATR2","Larrea tridentata (DC.) Coville","species",,,100,75,25,5.0,1.64,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"c7d6183d-424b-446d-a8ad-44410304b332","SRER_048.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_048","41","4","41 _0","FOUQU","Fouquieria sp.","genus",,,1,100,0,9.0,2.60,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"457a9de0-63a2-488f-bbe5-85ce7d10e359","SRER_046.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_046","23","2","23 _0","LATR2","Larrea tridentata (DC.) Coville","species",,,100,90,10,1.0,1.72,,"mgaetani@neoninc.org","jhudson@neoninc.org","legacyData"
"2cae2cce-03ff-4964-895b-40f1c9c70f32","SRER_057.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_057","23","2","23 _0","PROSO","Prosopis sp.","genus",,,20,20,80,3.0,1.22,,"dcrandall@neoninc.org","mjones@neoninc.org","legacyData"
"9a0b6143-3978-4ed9-828c-ba985fb126f5","SRER_048.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_048","41","4","41_00","FOUQU","Fouquieria sp.","genus",,,1,100,0,9.0,2.60,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"fec545ce-b081-4253-9830-bb06b1bfcbac","SRER_057.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_057","23","2","23 _0","LATR2","Larrea tridentata (DC.) Coville","species",,,100,80,20,3.0,1.54,,"dcrandall@neoninc.org","mjones@neoninc.org","legacyData"
"6938661c-6c6b-41df-865c-9df4db261998","SRER_046.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_046","23","2","23 _0","PROSO","Prosopis sp.","genus",,,10,80,20,1.0,1.72,,"mgaetani@neoninc.org","jhudson@neoninc.org","legacyData"
"be5fb8d5-0586-408b-9157-3df20dc2d7d2","SRER_046.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_046","23","2","23_00","LATR2","Larrea tridentata (DC.) Coville","species",,,100,90,10,1.0,1.72,,"mgaetani@neoninc.org","jhudson@neoninc.org","legacyData"
"2b35bf04-b5b9-40dd-8daa-e2deedb16baa","SRER_057.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_057","23","2","23_00","LATR2","Larrea tridentata (DC.) Coville","species",,,100,80,20,3.0,1.54,,"dcrandall@neoninc.org","mjones@neoninc.org","legacyData"
"fb1817c5-de31-4a03-a675-ee8b677b4805","SRER_048.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_048","41","1","41 _0","LATR2","Larrea tridentata (DC.) Coville","species",,,100,65,35,9.0,2.52,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"ba060ed9-8912-4700-bf39-9975071b61c4","SRER_046.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_046","23","2","23_00","PROSO","Prosopis sp.","genus",,,10,80,20,1.0,2.00,,"mgaetani@neoninc.org","jhudson@neoninc.org","legacyData"
"f18794d9-92f6-4ba6-88f2-3c8b48663f8f","SRER_057.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_057","23","2","23_00","PROSO","Prosopis sp.","genus",,,20,20,80,3.0,1.22,,"dcrandall@neoninc.org","mjones@neoninc.org","legacyData"
"fc9eff04-d061-42fb-983d-4b0e8d60fee3","SRER_048.basePlot.vst","2016-01-09","vst_SRER_2016","D14","SRER","SRER_048","41","1","41_00","LATR2","Larrea tridentata (DC.) Coville","species",,,100,65,35,9.0,2.52,,"shiebert@neoninc.org","krian@neoninc.org","legacyData"
"f4fb3df5-6b07-498b-b726-4fb0ed582f3f","SRER_042.basePlot.vst","2016-01-11","vst_SRER_2016","D14","SRER","SRER_042","39","3","39_00","PROSO","Prosopis sp.","genus",,,40,65,35,16.0,3.26,,"mgaetani@neoninc.org","mjones@neoninc.org","legacyData"
"df3e9ad5-5b98-48fa-85c2-ebc3e9641f30","SRER_047.basePlot.vst","2016-01-11","vst_SRER_2016","D14","SRER","SRER_047","39","1","39_00","LATR2","Larrea tridentata (DC.) Coville","species",,,100,100,0,1.0,1.00,,"jhudson@neoninc.org","krian@neoninc.org","legacyData"
"bd712bb2-a26e-4e20-ab77-df60f733086d","SRER_042.basePlot.vst","2016-01-11","vst_SRER_2016","D14","SRER","SRER_042","23","2","23_00","LYPA","Lycium pallidum Miers","species",,,100,50,50,1.0,0.86,,"dcrandall@neoninc.org","shiebert@neoninc.org","legacyData"
"30a01082-a069-455d-ad62-4f7e89a271cf","SRER_047.basePlot.vst","2016-01-11","vst_SRER_2016","D14","SRER","SRER_047","39","3","39_00","PROSO","Prosopis sp.","genus",,,1,40,60,1.0,1.10,,"jhudson@neoninc.org","krian@neoninc.org","legacyData"
"1b741d42-7865-41e1-be11-01292803b818","SRER_042.basePlot.vst","2016-01-11","vst_SRER_2016","D14","SRER","SRER_042","23","2","23_00","LATR2","Larrea tridentata (DC.) Coville","species",,,100,100,0,1.0,1.40,,"dcrandall@neoninc.org","shiebert@neoninc.org","legacyData"
"9a8f691f-d3c3-436d-a78f-411b302079bf","SRER_047.basePlot.vst","2016-01-11","vst_SRER_2016","D14","SRER","SRER_047","39","1","39 _0","LATR2","Larrea tridentata (DC.) Coville","species",,,100,100,0,1.0,1.00,,"jhudson@neoninc.org","krian@neoninc.org","legacyData"
"6c3488a5-be8d-4698-a5c5-82606a7a4614","SRER_047.basePlot.vst","2016-01-11","vst_SRER_2016","D14","SRER","SRER_047","39","3","39 _0","PROSO","Prosopis sp.","genus",,,1,40,60,1.0,1.10,,"jhudson@neoninc.org","krian@neoninc.org","legacyData"
